1435511983.375800,0
1435511983.411438,0
1435511983.424623,0
1435511983.438159,0
1435511983.450253,0
1435511983.463877,0
1435511983.476486,0
1435511983.489358,0
1435511983.502242,0
1435511983.514779,0
1435511983.528164,0
1435511983.540797,0
1435511983.553322,0
1435511983.566334,0
1435511983.578994,0
1435511983.591518,0
1435511983.604125,0
1435511983.616710,0
1435511983.629266,0
1435511983.642734,0
1435511983.655289,0
1435511983.667666,0
1435511983.680397,0
1435511983.693139,0
1435511983.706134,1
1435511983.718600,0
1435511983.731749,0
1435511983.744987,0
1435511983.760508,0
1435511983.774028,0
1435511983.786591,0
1435511983.798907,0
1435511983.811287,0
1435511983.825211,0
1435511983.837805,0
1435511983.850414,0
1435511983.863889,0
1435511983.886743,0
1435511983.914265,0
1435511983.929832,0
1435511983.943474,0
1435511983.956545,0
1435511983.969250,0
1435511983.981940,0
1435511983.994510,0
1435511984.006988,0
1435511984.019335,0
1435511984.032192,0
1435511984.044857,0
1435511984.058297,0
1435511984.071896,0
1435511984.085577,0
1435511984.099425,0
1435511984.111965,0
1435511984.124564,0
1435511984.137157,0
1435511984.149692,0
1435511984.162122,0
1435511984.174597,0
1435511984.187150,0
1435511984.200512,0
1435511984.213067,0
1435511984.225686,0
1435511984.238152,0
1435511984.250722,0
1435511984.263422,0
1435511984.276757,0
1435511984.289240,0
1435511984.302376,0
1435511984.316079,0
1435511984.329349,0
1435511984.341937,0
1435511984.354485,0
1435511984.368026,0
1435511984.380650,0
1435511984.393364,0
1435511984.406777,0
1435511984.419423,0
1435511984.432859,0
1435511984.445515,0
1435511984.458953,0
1435511984.471504,0
1435511984.499599,0
1435511984.522060,0
1435511984.548912,0
1435511984.565606,0
1435511984.595690,0
1435511984.625270,0
1435511984.638630,0
1435511984.652028,0
1435511984.665010,0
1435511984.677531,0
1435511984.690937,0
1435511984.703799,0
1435511984.716253,0
1435511984.728776,0
1435511984.742073,0
1435511984.754607,0
1435511984.768223,0
1435511984.781640,0
1435511984.794415,0
1435511984.807059,0
1435511984.819054,0
1435511984.832484,0
1435511984.845034,0
1435511984.859084,0
1435511984.872335,0
1435511984.885621,0
1435511984.898256,0
1435511984.910836,0
1435511984.923697,0
1435511984.936408,0
1435511984.948793,0
1435511984.961265,0
1435511984.973642,0
1435511984.987247,0
1435511985.000521,0
1435511985.013893,0
1435511985.028135,0
1435511985.041570,0
1435511985.053982,0
1435511985.066850,0
1435511985.090268,0
1435511985.110726,0
